user,rating,comment,time,
Ngọc Anh,6.7,Phù hợp cho bữa sáng nhanh gọn.,17/01/2024 08:14:08,
Hà Phương,6.8,Phù hợp cho bữa sáng nhanh gọn.,3/7/2024 18:58,
Mai Anh,2.5,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",25/04/2024 14:11:33,
Văn Hoàng,7.9,"Bánh thơm ngon, đáng để thử!",2/4/2024 22:02,
Lan Hương,7.6,"Giao hàng chậm, bánh nguội và khô.",7/2/2024 14:17,
Bảo Long,7.9,"Giao hàng nhanh, bánh còn nóng hổi.",22/05/2024 15:10:36,
Tuấn Anh,9.9,Phù hợp cho bữa sáng nhanh gọn.,19/02/2024 20:04:32,
Ngọc Anh,9.8,"Giao hàng chậm, bánh nguội và khô.",30/10/2024 15:01:36,
Lâm Phong,8.1,"Giao hàng nhanh, bánh còn nóng hổi.",4/6/2024 20:46,
Quang Vinh,6.9,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",4/3/2024 11:12,
Văn Hoàng,4.8,Bánh giao tới hơi nguội nhưng vẫn ăn được.,27/07/2024 19:35:39,
Mai Anh,3.1,"Bánh quá dầu mỡ, không hợp khẩu vị.",15/04/2024 23:59:16,
Tuấn Anh,9.9,Bánh hơi ngọt so với khẩu vị của tôi.,19/07/2024 16:44:34,
Trung Kiên,6.6,Bánh hơi ngọt so với khẩu vị của tôi.,13/11/2024 19:29:07,
Thu Hà,6.6,"Giao hàng chậm, bánh nguội và khô.",6/2/2024 0:28,
Hà Phương,2.6,"Nhân bánh thơm và ngon, rất ấn tượng.",24/09/2024 17:46:49,
Quang Vinh,7,"Nhân bánh thơm và ngon, rất ấn tượng.",19/07/2024 01:21:56,
Thu Hà,3.5,"Quán sạch sẽ, món ăn hợp vệ sinh.",2/1/2024 20:54,
Hà Phương,2.2,"Món ăn hấp dẫn, rất đáng tiền.",28/04/2024 00:22:09,
Đức Hạnh,6.8,"Món ăn hấp dẫn, rất đáng tiền.",18/06/2024 13:30:33,
Hà Phương,6.3,"Hương vị không như mong đợi, cần cải thiện.",11/9/2024 3:26,
Hà Phương,9.4,Bánh giao tới hơi nguội nhưng vẫn ăn được.,25/02/2024 12:26:12,
Đức Hạnh,9.3,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",13/02/2024 02:32:43,
Ngọc Anh,5.3,"Mùi vị bình thường, không đặc sắc lắm.",7/3/2024 0:30,
Mỹ Linh,2.7,Quá tuyệt vời! Sẽ quay lại lần sau.,1/4/2024 3:49,
Khánh Duy,7.6,"Nhân bánh thơm và ngon, rất ấn tượng.",9/1/2024 23:15,
Minh Đức,4.9,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",23/04/2024 02:03:05,
Mỹ Linh,8.5,"Giá cả hợp lý, bánh ngon miệng.",5/2/2024 13:52,
Quang Vinh,9.2,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",16/08/2024 05:27:15,
Kim Chi,5.6,"Nhân bánh ít, cảm giác không đáng tiền.",15/11/2024 18:11:32,
Ngọc Anh,1.6,"Bánh thơm ngon, đáng để thử!",18/04/2024 21:18:04,
Quang Vinh,7,"Giao hàng chậm, bánh nguội và khô.",7/7/2024 1:54,
Thu Hà,3.3,"Hương vị độc đáo, sẽ quay lại lần nữa.",11/8/2024 20:25,
Quang Vinh,6.2,"Món ăn hấp dẫn, rất đáng tiền.",7/8/2024 16:38,
Văn Hoàng,7.8,Phù hợp cho bữa sáng nhanh gọn.,24/10/2024 06:02:00,
Hải Nam,3.5,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",17/10/2024 14:04:51,
Mai Anh,8.8,Bánh hơi ngọt so với khẩu vị của tôi.,7/1/2024 12:42,
Huyền Trang,2.5,Bánh giao tới hơi nguội nhưng vẫn ăn được.,28/10/2024 14:08:36,
Lan Hương,3.9,"Bánh thơm ngon, đáng để thử!",5/4/2024 16:47,
Minh Đức,9.3,Bánh hơi ngọt so với khẩu vị của tôi.,27/03/2024 14:13:27,
Quang Vinh,3.9,"Giao hàng nhanh, bánh còn nóng hổi.",24/04/2024 22:24:28,
Đức Hạnh,1.4,"Món ăn hấp dẫn, rất đáng tiền.",7/9/2024 10:49,
Huyền Trang,5,"Hương vị độc đáo, sẽ quay lại lần nữa.",12/3/2024 5:41,
Trung Kiên,4.8,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",15/05/2024 06:33:34,
Thảo Vy,6,Bánh giao tới hơi nguội nhưng vẫn ăn được.,14/07/2024 01:30:36,
Khánh Duy,6.3,"Món ăn hấp dẫn, rất đáng tiền.",3/10/2024 8:00,
Trung Kiên,1.2,"Mùi vị bình thường, không đặc sắc lắm.",19/02/2024 18:42:20,
Lan Hương,3.1,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",1/2/2024 20:32,
Thu Hà,5.2,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",10/5/2024 19:23,
Thảo Vy,1.6,"Quán sạch sẽ, món ăn hợp vệ sinh.",1/5/2024 21:17,
Minh Đức,7.6,"Hương vị độc đáo, sẽ quay lại lần nữa.",7/6/2024 0:06,
Bảo Long,1.9,"Nhân bánh thơm và ngon, rất ấn tượng.",6/11/2024 2:38,
Phương Mai,6.6,"Mùi vị bình thường, không đặc sắc lắm.",22/10/2024 07:49:41,
Minh Đức,9,"Giao hàng nhanh, bánh còn nóng hổi.",29/01/2024 15:10:57,
Phương Mai,6.4,"Nhân bánh ít, cảm giác không đáng tiền.",16/04/2024 22:36:39,
Minh Đức,2.9,"Mùi vị bình thường, không đặc sắc lắm.",10/3/2024 12:31,
Huyền Trang,1.2,"Nhân bánh ít, cảm giác không đáng tiền.",5/11/2024 23:55,
Bảo Long,2,"Giao hàng nhanh, bánh còn nóng hổi.",6/9/2024 8:42,
Hà Phương,8.6,"Không đúng như kỳ vọng, giá hơi cao.",16/03/2024 14:31:42,
Mỹ Linh,4.4,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",29/05/2024 20:27:28,
Đức Hạnh,9.7,"Quán sạch sẽ, món ăn hợp vệ sinh.",7/9/2024 14:52,
Khánh Duy,5.1,"Không đúng như kỳ vọng, giá hơi cao.",5/10/2024 16:33,
Kim Chi,5.2,"Không đúng như kỳ vọng, giá hơi cao.",16/08/2024 19:20:00,
Minh Đức,7.2,"Quán sạch sẽ, món ăn hợp vệ sinh.",22/01/2024 04:24:13,
Phương Mai,6,"Hương vị không như mong đợi, cần cải thiện.",25/05/2024 09:16:00,
Bảo Long,8.8,"Quán sạch sẽ, món ăn hợp vệ sinh.",6/11/2024 13:11,
Quang Vinh,9.4,Quá tuyệt vời! Sẽ quay lại lần sau.,4/8/2024 18:11,
Minh Đức,2.8,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",26/04/2024 21:19:52,
Huyền Trang,3.4,"Giá cả hợp lý, bánh ngon miệng.",20/03/2024 01:23:13,
Kim Chi,2.3,Bánh giao tới hơi nguội nhưng vẫn ăn được.,16/07/2024 18:18:19,
Hải Nam,6.3,"Hương vị độc đáo, sẽ quay lại lần nữa.",31/01/2024 13:12:13,
Quang Vinh,2,"Nhân bánh ít, cảm giác không đáng tiền.",7/1/2024 20:26,
Tuấn Anh,6,"Nhân bánh thơm và ngon, rất ấn tượng.",15/11/2024 20:22:48,
Mỹ Linh,3.4,"Giao hàng chậm, bánh nguội và khô.",21/09/2024 00:31:51,
Thảo Vy,5.5,Quá tuyệt vời! Sẽ quay lại lần sau.,22/03/2024 05:20:41,
Mỹ Linh,2.7,"Hương vị không như mong đợi, cần cải thiện.",17/08/2024 00:01:56,
Huyền Trang,2.6,"Nhân bánh thơm và ngon, rất ấn tượng.",29/08/2024 16:40:17,
Trung Kiên,3.3,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",5/5/2024 17:56,
Khánh Duy,9.6,"Mùi vị bình thường, không đặc sắc lắm.",18/08/2024 11:32:27,
Khánh Duy,8.8,"Bánh mềm, ăn rất vừa miệng.",6/6/2024 11:23,
Quang Vinh,5.9,"Giao hàng chậm, bánh nguội và khô.",22/06/2024 03:27:09,
Hà Phương,4,"Nhân bánh thơm và ngon, rất ấn tượng.",26/08/2024 05:38:11,
Kim Chi,8.9,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",23/05/2024 02:35:05,
Thu Hà,5.3,Quá tuyệt vời! Sẽ quay lại lần sau.,26/07/2024 18:20:05,
Tuấn Anh,5,"Hương vị không như mong đợi, cần cải thiện.",28/09/2024 17:17:21,
Thu Hà,1.1,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",2/4/2024 3:35,
Tuấn Anh,4.1,"Món ăn hấp dẫn, rất đáng tiền.",13/09/2024 07:17:31,
Lâm Phong,4.1,"Hương vị độc đáo, sẽ quay lại lần nữa.",25/04/2024 15:12:11,
Trung Kiên,5.6,"Mùi vị bình thường, không đặc sắc lắm.",1/9/2024 5:02,
Đức Hạnh,3.1,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",2/2/2024 22:10,
Bảo Long,1.7,"Bánh mềm, ăn rất vừa miệng.",19/05/2024 10:44:44,
Huyền Trang,3.9,Quá tuyệt vời! Sẽ quay lại lần sau.,24/04/2024 05:43:40,
Hải Nam,6.5,"Bánh mềm, ăn rất vừa miệng.",17/11/2024 13:41:05,
Thu Hà,8.3,Quá tuyệt vời! Sẽ quay lại lần sau.,28/08/2024 07:54:28,
Huyền Trang,6.7,Phù hợp cho bữa sáng nhanh gọn.,30/01/2024 14:21:25,
Bảo Long,1.4,"Giá cả hợp lý, bánh ngon miệng.",6/9/2024 21:52,
Bảo Long,4.1,Bánh giao tới hơi nguội nhưng vẫn ăn được.,15/07/2024 16:46:36,
Thảo Vy,4.1,"Không đúng như kỳ vọng, giá hơi cao.",24/10/2024 22:28:11,
Lâm Phong,5.9,"Giao hàng nhanh, bánh còn nóng hổi.",16/08/2024 16:01:52,
Tuấn Anh,3.2,"Giao hàng nhanh, bánh còn nóng hổi.",13/10/2024 12:18:25,
Trung Kiên,1.5,Bánh hơi ngọt so với khẩu vị của tôi.,14/07/2024 07:51:52,
Thảo Vy,4.7,Bánh hơi ngọt so với khẩu vị của tôi.,20/09/2024 15:17:36,
Quang Vinh,2.9,"Giá cả hợp lý, bánh ngon miệng.",20/10/2024 15:26:06,
Thảo Vy,8.7,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",19/08/2024 18:16:21,
Minh Đức,6.2,"Giao hàng chậm, bánh nguội và khô.",23/06/2024 08:44:51,
Quang Vinh,5.2,"Hương vị độc đáo, sẽ quay lại lần nữa.",15/10/2024 23:15:06,
Lâm Phong,8.1,"Giao hàng chậm, bánh nguội và khô.",27/05/2024 19:59:52,
Tuấn Anh,2.7,Bánh hơi ngọt so với khẩu vị của tôi.,9/7/2024 20:19,
Kim Chi,9.7,"Giá cả hợp lý, bánh ngon miệng.",31/07/2024 23:09:59,
Minh Đức,3.7,Phù hợp cho bữa sáng nhanh gọn.,11/2/2024 2:25,
Thu Hà,3.4,"Quán sạch sẽ, món ăn hợp vệ sinh.",24/06/2024 23:26:18,
Mỹ Linh,2.2,"Bánh quá dầu mỡ, không hợp khẩu vị.",31/10/2024 05:29:01,
Quang Vinh,6.5,"Hương vị độc đáo, sẽ quay lại lần nữa.",17/03/2024 03:15:57,
Hà Phương,1.6,"Hương vị độc đáo, sẽ quay lại lần nữa.",30/08/2024 01:45:09,
Trung Kiên,6.1,"Mùi vị bình thường, không đặc sắc lắm.",12/9/2024 20:18,
Ngọc Anh,5,"Nhân bánh thơm và ngon, rất ấn tượng.",9/11/2024 8:31,
Lan Hương,3.5,"Mùi vị bình thường, không đặc sắc lắm.",7/5/2024 16:45,
Lâm Phong,8.2,"Nhân bánh thơm và ngon, rất ấn tượng.",25/09/2024 11:15:33,
Thảo Vy,2.9,"Bánh quá dầu mỡ, không hợp khẩu vị.",26/02/2024 13:01:13,
Minh Đức,3.5,"Quán sạch sẽ, món ăn hợp vệ sinh.",23/05/2024 07:25:19,
Lan Hương,8.2,"Bánh mềm, ăn rất vừa miệng.",15/07/2024 22:09:36,
Thu Hà,7.4,"Không đúng như kỳ vọng, giá hơi cao.",20/01/2024 00:39:29,
Văn Hoàng,2.4,"Bánh thơm ngon, đáng để thử!",1/5/2024 4:32,
Quang Vinh,2.7,Phù hợp cho bữa sáng nhanh gọn.,28/02/2024 18:02:17,
Quang Vinh,7.3,Quá tuyệt vời! Sẽ quay lại lần sau.,16/08/2024 05:03:35,
Mỹ Linh,1.5,"Bánh mềm, ăn rất vừa miệng.",14/11/2024 03:46:44,
Mai Anh,7.6,"Giao hàng chậm, bánh nguội và khô.",26/02/2024 18:29:46,
Minh Đức,5.7,Bánh giao tới hơi nguội nhưng vẫn ăn được.,14/02/2024 05:57:14,
Lâm Phong,4.9,"Giao hàng chậm, bánh nguội và khô.",14/04/2024 07:14:50,
Lan Hương,8.6,"Giá cả hợp lý, bánh ngon miệng.",12/9/2024 21:16,
Thảo Vy,6.7,"Giá cả hợp lý, bánh ngon miệng.",16/03/2024 20:01:52,
Quang Vinh,2.7,Quá tuyệt vời! Sẽ quay lại lần sau.,5/6/2024 17:03,
Quang Vinh,2.1,Quá tuyệt vời! Sẽ quay lại lần sau.,28/09/2024 18:55:07,
Thảo Vy,2.8,Quá tuyệt vời! Sẽ quay lại lần sau.,29/10/2024 01:42:24,
Thu Hà,8.6,Bánh giao tới hơi nguội nhưng vẫn ăn được.,12/7/2024 0:42,
Mai Anh,3,Bánh giao tới hơi nguội nhưng vẫn ăn được.,28/03/2024 00:17:51,
Lan Hương,6.2,Quá tuyệt vời! Sẽ quay lại lần sau.,24/10/2024 20:35:40,
Hà Phương,5.2,Bánh giao tới hơi nguội nhưng vẫn ăn được.,18/07/2024 00:54:19,
Quang Vinh,1,"Món ăn hấp dẫn, rất đáng tiền.",25/08/2024 23:54:01,
Mỹ Linh,9.5,"Nhân bánh thơm và ngon, rất ấn tượng.",24/02/2024 02:19:38,
Huyền Trang,2.6,"Nhân bánh ít, cảm giác không đáng tiền.",23/02/2024 08:16:51,
Kim Chi,3,"Giao hàng chậm, bánh nguội và khô.",4/5/2024 0:40,
Văn Hoàng,2.1,"Quán sạch sẽ, món ăn hợp vệ sinh.",25/02/2024 07:38:03,
Hải Nam,4.7,"Mùi vị bình thường, không đặc sắc lắm.",19/08/2024 09:31:26,
Ngọc Anh,2.8,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",19/05/2024 19:28:14,
Trung Kiên,3.8,Quá tuyệt vời! Sẽ quay lại lần sau.,9/6/2024 10:36,
Khánh Duy,7.2,Phù hợp cho bữa sáng nhanh gọn.,12/3/2024 23:35,
Hà Phương,1.4,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",15/03/2024 04:24:14,
Mỹ Linh,3.1,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",4/11/2024 11:52,
Đức Hạnh,8.3,"Giao hàng nhanh, bánh còn nóng hổi.",28/01/2024 20:45:08,
Hải Nam,5.2,"Quán sạch sẽ, món ăn hợp vệ sinh.",28/10/2024 23:42:16,
Kim Chi,7.2,"Mùi vị bình thường, không đặc sắc lắm.",28/07/2024 06:01:27,
Kim Chi,6,"Giá cả hợp lý, bánh ngon miệng.",20/10/2024 10:32:40,
Thảo Vy,7.8,Phù hợp cho bữa sáng nhanh gọn.,17/07/2024 23:22:22,
Phương Mai,6.7,Phù hợp cho bữa sáng nhanh gọn.,15/02/2024 11:12:36,
Lâm Phong,8.9,"Mùi vị bình thường, không đặc sắc lắm.",27/07/2024 03:18:30,
Bảo Long,5.5,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",21/09/2024 17:06:42,
Khánh Duy,6.8,"Mùi vị bình thường, không đặc sắc lắm.",1/9/2024 18:36,
Phương Mai,2.2,"Bánh quá dầu mỡ, không hợp khẩu vị.",22/06/2024 06:56:35,
Hải Nam,2.6,"Hương vị không như mong đợi, cần cải thiện.",16/09/2024 06:29:15,
Lan Hương,1.6,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",21/07/2024 04:35:12,
Thu Hà,1.4,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",17/02/2024 15:26:09,
Thảo Vy,6.8,"Quán sạch sẽ, món ăn hợp vệ sinh.",4/11/2024 10:40,
Trung Kiên,2.9,"Nhân bánh ít, cảm giác không đáng tiền.",24/02/2024 10:05:18,
Thảo Vy,9.4,"Bánh thơm ngon, đáng để thử!",13/08/2024 04:07:49,
Thu Hà,3,"Bánh quá dầu mỡ, không hợp khẩu vị.",20/07/2024 04:21:37,
Huyền Trang,2.5,"Món ăn hấp dẫn, rất đáng tiền.",26/04/2024 21:26:38,
Quang Vinh,2.8,"Món ăn hấp dẫn, rất đáng tiền.",25/04/2024 08:18:05,
Thu Hà,1.3,"Quán sạch sẽ, món ăn hợp vệ sinh.",18/07/2024 07:39:14,
Đức Hạnh,8.7,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",10/6/2024 0:07,
Đức Hạnh,2.8,Bánh giao tới hơi nguội nhưng vẫn ăn được.,14/11/2024 01:13:19,
Bảo Long,4.9,"Hương vị không như mong đợi, cần cải thiện.",6/6/2024 9:26,
Bảo Long,9.8,"Giá cả hợp lý, bánh ngon miệng.",28/02/2024 22:00:40,
Trung Kiên,7.3,"Món ăn hấp dẫn, rất đáng tiền.",17/08/2024 17:06:31,
Trung Kiên,5.2,"Không đúng như kỳ vọng, giá hơi cao.",4/10/2024 8:58,
Quang Vinh,7.9,"Bánh quá dầu mỡ, không hợp khẩu vị.",19/10/2024 12:59:48,
Hà Phương,2.5,"Quán sạch sẽ, món ăn hợp vệ sinh.",16/06/2024 20:04:25,
Văn Hoàng,5.5,"Giao hàng chậm, bánh nguội và khô.",5/4/2024 19:07,
Hải Nam,8.1,Phù hợp cho bữa sáng nhanh gọn.,9/4/2024 2:41,
Phương Mai,3.7,"Hương vị độc đáo, sẽ quay lại lần nữa.",17/01/2024 14:47:24,
Lan Hương,9.2,Bánh hơi ngọt so với khẩu vị của tôi.,26/02/2024 15:50:19,
Văn Hoàng,2.2,"Không đúng như kỳ vọng, giá hơi cao.",4/8/2024 14:46,
Khánh Duy,3,Bánh hơi ngọt so với khẩu vị của tôi.,17/05/2024 16:27:19,
Ngọc Anh,2.9,"Giao hàng chậm, bánh nguội và khô.",3/3/2024 4:18,
Quang Vinh,4.6,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",19/08/2024 03:09:15,
Đức Hạnh,8.9,"Bánh mềm, ăn rất vừa miệng.",30/01/2024 06:17:00,
Mai Anh,4.6,"Nhân bánh ít, cảm giác không đáng tiền.",20/06/2024 16:38:35,
Quang Vinh,1.1,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",28/02/2024 19:21:30,
Thảo Vy,7.2,"Bánh mềm, ăn rất vừa miệng.",5/9/2024 6:57,
Đức Hạnh,8,"Giao hàng nhanh, bánh còn nóng hổi.",29/06/2024 03:41:52,
Lan Hương,2.5,"Hương vị độc đáo, sẽ quay lại lần nữa.",23/04/2024 09:52:41,
Lâm Phong,7.1,"Món ăn hấp dẫn, rất đáng tiền.",4/1/2024 7:02,
Thu Hà,5.2,"Bánh mềm, ăn rất vừa miệng.",16/09/2024 01:23:01,
Thu Hà,6,"Mùi vị bình thường, không đặc sắc lắm.",26/08/2024 22:39:20,
Bảo Long,4.8,"Giá cả hợp lý, bánh ngon miệng.",26/04/2024 09:47:45,
Mỹ Linh,7.1,"Bánh mềm, ăn rất vừa miệng.",28/06/2024 23:16:07,
Khánh Duy,2.9,Quá tuyệt vời! Sẽ quay lại lần sau.,13/09/2024 19:22:02,
Hà Phương,3.3,"Bánh thơm ngon, đáng để thử!",5/1/2024 10:04,
Tuấn Anh,4.5,"Giao hàng nhanh, bánh còn nóng hổi.",3/4/2024 6:26,
Tuấn Anh,6.8,Bánh hơi ngọt so với khẩu vị của tôi.,22/07/2024 03:12:12,
Mai Anh,3.1,Bánh hơi ngọt so với khẩu vị của tôi.,8/6/2024 20:19,
Thu Hà,6.3,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",1/4/2024 17:37,
Lan Hương,6.1,"Hương vị không như mong đợi, cần cải thiện.",11/9/2024 7:21,
Huyền Trang,2.6,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",21/04/2024 17:09:23,
Thu Hà,6.5,"Không đúng như kỳ vọng, giá hơi cao.",20/09/2024 02:56:52,
Thảo Vy,4.1,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",5/11/2024 2:24,
Thảo Vy,4.5,"Nhân bánh ít, cảm giác không đáng tiền.",26/08/2024 18:36:50,
Hà Phương,4.8,Bánh hơi ngọt so với khẩu vị của tôi.,30/03/2024 04:50:29,
Quang Vinh,1.8,"Quán sạch sẽ, món ăn hợp vệ sinh.",11/4/2024 21:52,
Lan Hương,9.9,"Nhân bánh ít, cảm giác không đáng tiền.",17/02/2024 05:08:19,
Đức Hạnh,5.5,"Không đúng như kỳ vọng, giá hơi cao.",21/01/2024 04:25:13,
Mai Anh,3.4,"Bánh mềm, ăn rất vừa miệng.",22/01/2024 02:24:29,
Trung Kiên,1.9,"Mùi vị bình thường, không đặc sắc lắm.",1/2/2024 14:07,
Lan Hương,7.8,Bánh giao tới hơi nguội nhưng vẫn ăn được.,13/08/2024 16:35:18,
Tuấn Anh,7.3,"Bánh thơm ngon, đáng để thử!",4/7/2024 23:20,
Hà Phương,4.9,"Hương vị không như mong đợi, cần cải thiện.",2/7/2024 21:49,
Minh Đức,8.3,"Nhân bánh ít, cảm giác không đáng tiền.",19/09/2024 04:49:04,
Hải Nam,2.2,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",13/07/2024 08:24:31,
Hà Phương,6.3,Phù hợp cho bữa sáng nhanh gọn.,25/07/2024 06:16:11,
Lan Hương,7.9,"Không đúng như kỳ vọng, giá hơi cao.",25/10/2024 08:18:08,
Bảo Long,3.8,"Giao hàng nhanh, bánh còn nóng hổi.",8/3/2024 1:00,
Trung Kiên,6,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",29/08/2024 08:07:05,
Trung Kiên,6.4,Quá tuyệt vời! Sẽ quay lại lần sau.,11/9/2024 19:47,
Huyền Trang,6.3,"Nhân bánh thơm và ngon, rất ấn tượng.",19/08/2024 13:47:30,
Văn Hoàng,5.1,"Nhân bánh ít, cảm giác không đáng tiền.",1/1/2024 9:27,
Quang Vinh,5.7,"Nhân bánh ít, cảm giác không đáng tiền.",3/4/2024 9:36,
Hà Phương,4.9,"Giao hàng nhanh, bánh còn nóng hổi.",16/05/2024 14:31:15,
Bảo Long,9.2,"Quán sạch sẽ, món ăn hợp vệ sinh.",14/02/2024 14:53:22,
Thu Hà,8.6,"Hương vị độc đáo, sẽ quay lại lần nữa.",15/06/2024 03:58:40,
Kim Chi,2.5,"Món ăn hấp dẫn, rất đáng tiền.",2/10/2024 13:48,
Phương Mai,3.9,"Bánh thơm ngon, đáng để thử!",8/7/2024 15:01,
Đức Hạnh,1.8,"Mùi vị bình thường, không đặc sắc lắm.",30/06/2024 18:45:48,
Kim Chi,8.5,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",9/6/2024 9:17,
Lan Hương,3.6,"Giao hàng nhanh, bánh còn nóng hổi.",14/03/2024 17:07:09,
Bảo Long,1.3,Quá tuyệt vời! Sẽ quay lại lần sau.,7/8/2024 13:32,
Lâm Phong,5.6,Bánh hơi ngọt so với khẩu vị của tôi.,23/04/2024 05:14:21,
Đức Hạnh,5.3,"Hương vị không như mong đợi, cần cải thiện.",22/07/2024 01:47:00,
Thu Hà,2.4,"Hương vị không như mong đợi, cần cải thiện.",7/4/2024 20:52,
Hà Phương,3.2,Bánh hơi ngọt so với khẩu vị của tôi.,12/1/2024 4:35,
Trung Kiên,9.5,"Quán sạch sẽ, món ăn hợp vệ sinh.",1/9/2024 6:11,
Mai Anh,4.9,"Giao hàng chậm, bánh nguội và khô.",18/10/2024 08:27:49,
Mai Anh,2.6,"Bánh mềm, ăn rất vừa miệng.",17/03/2024 03:40:47,
Lan Hương,2.4,"Bánh thơm ngon, đáng để thử!",4/4/2024 7:00,
Trung Kiên,6.9,"Bánh thơm ngon, đáng để thử!",30/05/2024 04:10:57,
Lâm Phong,3.9,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",24/09/2024 22:12:01,
Lâm Phong,5,"Giá cả hợp lý, bánh ngon miệng.",20/07/2024 20:05:38,
Huyền Trang,5.4,"Giao hàng nhanh, bánh còn nóng hổi.",10/2/2024 4:01,
Mai Anh,4.8,Phù hợp cho bữa sáng nhanh gọn.,9/11/2024 11:21,
Minh Đức,9.7,"Bánh thơm ngon, đáng để thử!",13/03/2024 16:21:09,
Ngọc Anh,4.5,"Hương vị không như mong đợi, cần cải thiện.",9/4/2024 19:13,
Thu Hà,9.5,"Quán sạch sẽ, món ăn hợp vệ sinh.",30/01/2024 18:11:30,
Minh Đức,7.2,Phù hợp cho bữa sáng nhanh gọn.,19/10/2024 16:35:02,
